Rank,Artist,Listeners,PkListeners,Daily Trend
824,Taiu,"10,111,704","13,373,236","-35,270"
825,Owl City,"10,095,113","10,331,661","-12,705"
826,Supertramp,"10,076,850","10,076,850","45,542"
827,NIKI,"10,066,210","10,179,388","-33,574"
828,Simone Mendes,"10,064,336","10,064,336","17,330"
829,Chief Keef,"10,046,109","10,200,557","6,124"
830,Sting,"10,042,495","10,379,484","-4,389"
831,MAGIC!,"10,042,303","10,339,521","-25,074"
832,Natalia Lafourcade,"10,031,467","10,634,148","-23,810"
833,Gera MX,"10,031,334","10,245,917","-12,460"
834,Riton,"10,025,454","11,432,336","-4,445"
835,TWICE,"10,023,650","12,855,155","-19,789"
836,Sidhu Moose Wala,"10,022,146","11,847,588","-20,495"
837,The Fray,"10,004,725","10,006,198","-1,473"
838,Kelsea Ballerini,"10,001,707","10,570,841","-104,735"
839,KayBlack,"9,993,884","10,492,966","-16,606"
840,L7NNON,"9,985,168","11,295,456","9,275"
841,Grupo Menos Ã Mais,"9,982,472","9,982,472","57,952"
842,Trueno,"9,974,071","9,974,071","7,564"
843,INXS,"9,960,038","10,113,379","1,697"
844,Sleepy Hallow,"9,942,289","10,017,461","-75,172"
845,Kany GarcÃ­a,"9,940,323","9,952,938","-12,558"
846,Birdy,"9,918,832","10,791,626","7,668"
847,Mae Stephens,"9,915,545","11,344,894","-75,301"
848,Alfredo Olivas,"9,905,823","10,127,826","-6,034"
849,Bacilos,"9,898,399","10,433,365","-82,319"
850,MC Cabelinho,"9,894,565","10,019,022","1,482"
851,Sum 41,"9,888,073","10,096,879","-15,145"
852,Colbie Caillat,"9,887,684","9,998,534","15,909"
853,Los Tigres Del Norte,"9,881,792","10,109,410","-1,443"
854,Juan Gabriel,"9,873,768","9,873,768","36,924"
855,Zac Efron,"9,872,942","10,200,779","-74,198"
856,The Mamas & The Papas,"9,870,923","10,043,060","8,726"
857,sped up + slowed,"9,853,625","11,797,289","-21,501"
858,Otis Redding,"9,852,094","10,156,799","-17,055"
859,BÃRNS,"9,846,185","10,042,261","7,182"
860,Mc Pedrinho,"9,822,284","10,575,967","-21,856"
861,Stormzy,"9,813,546","10,986,282","-19,322"
862,Karthik,"9,812,589","9,817,559","-4,970"
863,Dhvani Bhanushali,"9,808,363","11,726,344","5,998"
864,Jimmy Eat World,"9,804,332","9,955,254","-11,485"
865,Tim McGraw,"9,799,293","10,323,631","-20,592"
866,Rage Against The Machine,"9,799,094","10,069,643","-18,234"
867,Jason Aldean,"9,784,148","11,170,383","-30,590"
868,Icona Pop,"9,756,151","9,756,151","37,243"
869,Phoebe Bridgers,"9,745,428","9,745,428","10,185"
870,Tego CalderÃ³n,"9,741,345","10,383,550","-1,030"
871,MK,"9,741,098","9,741,098","76,186"
872,Lunay,"9,722,175","10,669,807","1,683"
873,The Black Keys,"9,720,099","9,922,179","-40,182"
874,C. Tangana,"9,717,884","10,662,242","25,823"
875,Ryan Gosling,"9,714,871","13,365,753","-284,389"
876,Migrantes,"9,711,549","14,283,705","-81,840"
877,Harris Jayaraj,"9,711,316","9,712,164",359
878,BIA,"9,706,788","9,706,788","96,142"
879,Nadin Amizah,"9,703,327","9,703,327","16,160"
880,Fireboy DML,"9,700,123","10,491,359","-12,093"
881,Isabel LaRosa,"9,700,084","9,880,750","-11,201"
882,YOASOBI,"9,695,052","10,365,956","-28,210"
883,Pedro CapÃ³,"9,673,452","11,680,899","-2,077"
884,AgroPlay,"9,670,733","10,800,061","10,433"
885,Rascal Flatts,"9,664,065","10,060,800","-20,964"
886,James Carter,"9,656,139","11,924,918","-7,435"
887,Kailash Kher,"9,653,755","9,748,809","-48,225"
888,JuliÃ³n Ãlvarez y su NorteÃ±o Banda,"9,650,635","10,658,698","12,012"
889,Mustard,"9,644,589","10,797,192","-5,086"
890,Yuridia,"9,643,462","11,583,989","-23,707"
891,Ofenbach,"9,635,613","12,268,743","-42,746"
892,Cher,"9,635,302","10,072,106","-18,847"
893,MARINA,"9,630,446","9,930,863","24,292"
894,ILLENIUM,"9,625,234","12,528,350","-16,780"
895,Ozzy Osbourne,"9,607,590","9,607,590","33,372"
896,Bob Dylan,"9,595,254","10,391,094",-144
897,Young Nudy,"9,589,594","10,106,926","60,036"
898,AminÃ©,"9,576,485","11,894,189","2,918"
899,LE SSERAFIM,"9,564,802","11,538,091","-66,218"
900,Heart,"9,550,535","10,760,608","12,155"
901,Pixies,"9,546,160","9,688,191","12,777"
902,Cordae,"9,545,919","11,325,024","-2,495"
903,R. D. Burman,"9,536,148","9,770,123","12,924"
904,Jeet Gannguli,"9,529,092","10,569,963","7,109"
905,Takeoff,"9,526,541","10,587,587","31,811"
906,Fujii Kaze,"9,505,719","11,578,504","-24,256"
907,Smash Mouth,"9,494,485","9,494,485","44,985"
908,Vicente FernÃ¡ndez,"9,494,414","10,192,747","-32,664"
909,Kansas,"9,491,265","9,780,801","-6,109"
910,Matt Sassari,"9,482,324","10,151,818","1,378"
911,Rag'n'Bone Man,"9,480,937","9,480,937","54,218"
912,Ghea Indrawari,"9,471,480","9,471,480","33,821"
913,Pink Sweat$,"9,468,284","10,134,814","-38,039"
914,Shaan,"9,464,733","9,767,423","10,871"
915,GIMS,"9,460,495","10,331,035","-50,638"
916,Hoobastank,"9,455,035","9,661,245",882
917,Kaliii,"9,446,479","15,169,221","-13,883"
918,Bonnie Tyler,"9,446,349","9,640,695","-6,847"
919,Mon Laferte,"9,437,178","9,444,547","-7,369"
920,Gnarls Barkley,"9,429,897","9,429,897","70,983"
921,Thalia,"9,419,663","9,975,578","2,021"
922,No Doubt,"9,417,196","9,483,743",-985
923,M.I.A.,"9,394,684","9,763,476","36,984"
924,Sfera Ebbasta,"9,379,484","11,111,971","-30,490"
925,Snow Patrol,"9,378,617","9,458,459","-7,354"
926,Eric Church,"9,368,340","9,854,923","10,769"
927,Ghost,"9,367,569","9,577,779","25,409"
928,DMX,"9,361,469","10,919,370","-12,952"
929,Louis Armstrong,"9,343,207","9,381,586","-27,053"
930,Carla Morrison,"9,341,520","11,635,580","-23,048"
931,ZZ Top,"9,327,449","11,719,790","12,092"
932,El Fantasma,"9,318,583","9,409,267","79,517"
933,Wolfine,"9,306,575","9,306,575",779
934,Lola Indigo,"9,304,364","12,485,738","-32,406"
935,Dilsinho,"9,304,049","9,304,049","36,902"
936,ENHYPEN,"9,300,952","9,694,348","8,367"
937,Ski Mask The Slump God,"9,300,723","10,318,769","16,632"
938,Mahalini,"9,284,052","10,318,564",885
939,Tulus,"9,281,231","9,404,134","12,906"
940,Sam Hunt,"9,279,020","10,404,841","-66,340"
941,Bakar,"9,258,923","10,118,759","42,460"
942,MC PH,"9,252,105","9,252,105","30,573"
943,XamÃ£,"9,250,304","10,846,179","11,266"
944,Oliver Heldens,"9,245,688","10,165,996","-66,976"
945,Dj Nk Da Serra,"9,242,132","9,242,132","25,336"
946,Will Smith,"9,233,761","9,799,337","-9,027"
947,Ajay-Atul,"9,225,258","12,421,148","-8,171"
948,Kool & The Gang,"9,222,624","9,438,307","-13,297"
949,DJ Matt D,"9,219,446","9,504,681","5,551"
950,The Temptations,"9,207,779","9,218,250","22,845"
951,Bryant Myers,"9,188,847","9,278,299","12,211"
952,Portugal. The Man,"9,181,962","9,664,996","46,180"
953,G. V. Prakash,"9,180,441","9,270,192","21,419"
954,Noriel,"9,176,518","9,179,163","7,294"
955,Jasiel NuÃ±ez,"9,176,316","9,176,316","221,020"
956,Avenged Sevenfold,"9,167,765","9,877,855","4,200"
957,Jimi Hendrix,"9,153,763","9,582,538","-4,524"
958,Miranda!,"9,137,951","10,227,443","-49,774"
959,Rvssian,"9,136,365","11,322,904","-27,492"
960,Shiloh Dynasty,"9,129,528","10,081,564","-15,480"
961,Edgardo NuÃ±ez,"9,125,900","10,379,736","-20,698"
962,Ranveer Singh,"9,119,186","9,119,186","82,163"
963,The Who,"9,116,666","9,116,666","9,768"
964,Asha Bhosle,"9,113,946","9,113,946","18,636"
965,Kavita Krishnamurthy,"9,113,938","9,124,420","-10,482"
966,Vulgo FK,"9,106,488","9,106,488","17,038"
967,Karan Aujla,"9,081,861","9,081,861","13,261"
968,Ãngela Aguilar,"9,075,992","10,830,921","-55,196"
969,Saweetie,"9,062,270","10,180,323","-15,412"
970,Jon Pardi,"9,060,857","9,868,772","23,629"
971,Capital Cities,"9,060,812","9,333,131","32,463"
972,PolimÃ¡ Westcoast,"9,056,736","14,509,409","-26,116"
973,Jimin,"9,050,703","15,723,792","-26,282"
974,Rajat Nagpal,"9,050,536","9,084,412","-1,054"
975,Willy William,"9,048,318","10,376,125","-49,494"
976,Sajid-Wajid,"9,040,861","9,124,404","22,548"
977,Oliver Anthony Music,"9,040,509","9,040,509","168,632"
978,Micro TDH,"9,024,902","10,282,823","27,656"
979,HUGEL,"9,008,768","9,063,732","-13,432"
980,Sachet-Parampara,"9,006,803","10,271,926","-4,842"
981,Simple Minds,"8,995,075","9,234,833","-12,690"
982,ScHoolboy Q,"8,991,045","9,019,673","8,071"
983,Benny Benassi,"8,990,809","9,259,413","-27,161"
984,Duran Duran,"8,981,644","8,981,644","9,097"
985,Beastie Boys,"8,963,032","10,144,142","-28,139"
986,Deftones,"8,960,980","8,960,980","14,626"
987,Lykke Li,"8,941,780","8,941,780","14,172"
988,MAX,"8,940,330","9,703,746","20,319"
989,"Tito ""El Bambino""","8,936,710","8,936,710","26,032"
990,Andy Grammer,"8,933,805","9,853,235","-13,903"
991,Sufjan Stevens,"8,929,085","8,929,085","22,575"
992,Paloma Faith,"8,919,709","11,429,573","10,156"
993,NATTAN,"8,914,591","8,914,591","28,672"
994,Dread Mar I,"8,911,243","9,302,106","-75,804"
995,Blake Shelton,"8,906,722","8,987,221","-9,063"
996,Roop Kumar Rathod,"8,904,481","8,971,170","-17,628"
997,Guru Randhawa,"8,894,713","10,872,244","3,202"
998,Joey Bada$$,"8,892,251","9,716,641","2,114"
999,Sublime,"8,883,246","9,326,078","-11,176"
1000,Diego & Victor Hugo,"8,870,831","8,870,831","76,911"
1001,The Verve,"8,869,659","8,926,326","-4,523"
1002,Alan Jackson,"8,867,885","8,867,885","12,839"
1003,Internet Money,"8,862,363","11,545,527","-4,866"
1004,Fetty Wap,"8,857,960","9,053,656","3,910"
1005,Men At Work,"8,853,821","8,853,821","55,002"
1006,John Denver,"8,844,512","9,898,171","-9,326"
1007,MÃ¶tley CrÃ¼e,"8,840,068","9,165,803","-3,220"
1008,Vacations,"8,837,886","9,516,804","15,166"
1009,Nathan Dawe,"8,837,246","9,508,252","-28,523"
1010,Odetari,"8,829,162","8,829,162","12,568"
1011,FINNEAS,"8,825,874","8,847,886","-5,127"
1012,Javed-Mohsin,"8,819,514","10,392,053","-3,102"
1013,Chicago,"8,818,009","10,005,709","25,112"
1014,Missy Elliott,"8,801,557","11,145,049","46,457"
1015,dhruv,"8,798,928","9,512,222","-8,302"
1016,LMFAO,"8,794,691","9,102,613","-12,313"
1017,Ella Eyre,"8,793,489","9,634,618","-12,755"
1018,Juan MagÃ¡n,"8,785,089","8,785,089","11,455"
1019,Miguel BosÃ©,"8,777,253","11,632,240","-16,817"
1020,The Doobie Brothers,"8,772,139","9,094,086","-11,780"
1021,Thirty Seconds To Mars,"8,754,139","8,871,576","14,701"
1022,Surf Curse,"8,737,310","9,176,404","27,901"
1023,Soft Cell,"8,734,889","8,734,889","16,760"
1024,Norah Jones,"8,732,547","8,867,934","-1,314"
1025,The Outfield,"8,729,389","9,178,694","28,290"
1026,Kodaline,"8,721,488","9,358,952","8,526"
1027,Aya Nakamura,"8,707,829","10,095,739","2,274"
1028,The Cardigans,"8,700,371","8,700,371","12,140"
1029,Richy Mitch & The Coal Miners,"8,698,174","8,698,174","47,643"
1030,alt-J,"8,692,531","9,522,225",901
1031,Rvfv,"8,688,100","9,583,453","79,856"
1032,Miggy Dela Rosa,"8,680,113","11,442,944","-36,694"
1033,Two Feet,"8,672,429","8,773,770","25,521"
1034,Nikhita Gandhi,"8,671,895","10,158,586","3,869"
1035,Anggi Marito,"8,668,727","9,510,926","-22,120"
1036,Ali Gatie,"8,667,629","9,794,001","-19,089"
1037,The Jackson 5,"8,667,464","9,341,813","27,003"
1038,King Von,"8,651,347","9,777,031","32,665"
1039,VIZE,"8,642,634","9,126,611","-23,498"
1040,Creeds,"8,642,479","8,642,479","16,257"
1041,Steve Miller Band,"8,635,996","8,635,996","23,491"
1042,Talking Heads,"8,633,094","9,941,912","4,845"
1043,The MarÃ­as,"8,615,841","9,350,682","-22,459"
1044,Of Monsters and Men,"8,606,023","8,606,023","12,497"
1045,Kenny Chesney,"8,604,177","9,602,722","-20,908"
1046,Tiara Andini,"8,600,932","8,967,970","10,194"
1047,Ricardo Arjona,"8,561,463","9,021,148","-13,074"
1048,Hugo & Guilherme,"8,551,755","9,528,511",-44
1049,LANY,"8,534,453","9,300,075","-13,942"
1050,Zack Tabudlo,"8,533,787","8,641,464","-2,390"
1051,Sandro Cavazza,"8,523,025","8,984,668","-16,454"
1052,Standly,"8,521,204","13,833,044","-23,407"
1053,Mahalakshmi Iyer,"8,518,616","8,659,677","-21,844"
1054,Duncan Laurence,"8,507,203","9,233,454","9,661"
1055,Maggie Rogers,"8,495,392","8,522,652","-17,247"
1056,ACRAZE,"8,491,332","11,380,380","-22,523"
1057,Montell Fish,"8,480,575","8,480,575","7,832"
1058,Grey,"8,479,073","8,679,493","-13,226"
1059,Bakermat,"8,470,425","8,524,206","25,554"
1060,George Strait,"8,453,718","8,453,718","25,326"
1061,JosÃ© JosÃ©,"8,451,387","8,457,655","-2,005"
1062,Dynoro,"8,443,837","8,527,596","-21,768"
1063,Tom Grennan,"8,443,009","10,804,758","-29,338"
1064,Gerardo Coronel,"8,435,290","9,613,040","-21,027"
1065,Paul Simon,"8,427,600","9,120,134","-17,893"
1066,Men I Trust,"8,422,936","8,422,936","15,261"
1067,Old Dominion,"8,414,360","8,895,218","-2,188"
1068,Supernova Ent,"8,413,196","8,483,150",-511
1069,Haze,"8,411,986","8,597,155","-21,714"
1070,Sheryl Crow,"8,407,938","8,407,938","33,317"
1071,Davido,"8,384,146","8,713,977","-7,878"
1072,Dj Brunin XM,"8,380,916","8,380,916","71,833"
1073,Dido,"8,380,069","8,519,938","-15,095"
1074,LUM!X,"8,371,785","9,242,972","-10,957"
1075,Stray Kids,"8,369,900","9,540,156","17,281"
1076,Darius Rucker,"8,357,257","8,377,541","-20,284"
1077,Starship,"8,344,274","8,437,754","-4,023"
1078,Cheat Codes,"8,329,659","10,975,050","-9,674"
1079,Intense,"8,323,154","8,354,447",-50
1080,Ray Charles,"8,307,733","8,879,777","22,422"
1081,America,"8,301,858","9,987,492","-7,099"
1082,Lenin RamÃ­rez,"8,298,740","9,012,853",68
1083,Deorro,"8,287,012","9,060,314","-1,755"
1084,Lauren Spencer Smith,"8,280,624","9,427,721","7,022"
1085,Calle 13,"8,280,623","8,573,634","-23,880"
1086,Pailita,"8,274,728","11,280,046","-1,996"
1087,Gerardo Ortiz,"8,273,401","8,801,149","18,609"
1088,Mainstreet,"8,271,320","8,436,076","16,434"
1089,Fugees,"8,267,043","8,267,043","13,521"
1090,Rekha Bhardwaj,"8,261,857","9,098,811","30,530"
1091,HARDY,"8,259,284","8,439,819","-9,042"
1092,Carlos Rivera,"8,256,388","8,754,994","15,416"
1093,Blxst,"8,254,144","9,488,271","11,103"
1094,Bibi Babydoll,"8,235,771","8,235,771","69,933"
1095,Mc Paiva ZS,"8,226,490","8,319,214","25,652"
1096,Dei V,"8,223,830","8,385,435","-161,605"
1097,The Vamps,"8,202,829","8,639,951","12,170"
1098,OMI,"8,189,540","8,644,180","-2,557"
1099,ZÃ© Felipe,"8,185,635","10,925,468","-18,178"
1100,Tom Petty and the Heartbreakers,"8,183,763","9,008,396","23,534"
1101,LiL CaKe,"8,181,885","13,451,768","-69,874"
1102,Bvga Beatz,"8,180,663","8,243,029","-1,690"
1103,Mabel,"8,176,213","9,481,688","-14,734"
1104,Santhosh Narayanan,"8,168,323","8,605,615",-978
1105,Abhijeet,"8,166,513","9,303,119","11,538"
1106,Varun Jain,"8,157,904","10,154,680","-57,655"
1107,Alan Menken,"8,137,451","10,625,887","13,443"
1108,Lee Brice,"8,137,236","8,632,311","-11,221"
1109,Tito Double P,"8,130,307","8,561,872",-302
1110,Miranda Lambert,"8,126,024","9,945,780","3,349"
1111,Iron Maiden,"8,124,167","8,544,793","20,608"
1112,Robert Miles,"8,120,653","8,703,859","-6,541"
1113,Willie Nelson,"8,118,773","8,118,773","2,815"
1114,Dusty Springfield,"8,111,448","8,111,448","19,817"
1115,MKTO,"8,109,415","8,268,756","-11,286"
1116,Ha*Ash,"8,106,767","8,106,767","11,551"
1117,Sash!,"8,106,511","8,199,995","22,084"
1118,Niklas Dee,"8,099,854","8,099,854","62,492"
1119,JP Saxe,"8,087,369","8,627,780","-49,735"
1120,Omar Apollo,"8,084,417","11,377,789","29,283"
1121,Casper Magico,"8,078,984","9,193,558","-19,877"
1122,Cody Johnson,"8,078,447","8,078,447","10,247"
1123,Elderbrook,"8,077,241","8,077,241","15,583"
1124,American Authors,"8,071,697","8,209,997","-4,968"
1125,WIU,"8,068,432","9,867,079","-61,560"
1126,Mc Daniel,"8,065,244","8,544,197","157,771"
1127,Jessie Murph,"8,054,504","9,191,410","-35,662"
1128,Oh Wonder,"8,051,793","9,090,385","53,565"
1129,Haricharan,"8,047,463","8,073,718",986
1130,Gminxr,"8,045,882","8,045,882","7,904"
1131,aespa,"8,043,255","8,071,007","47,202"
1132,Keith Urban,"8,034,893","9,049,969","-28,142"
1133,BYOR,"8,029,798","9,536,786","-26,975"
1134,La Bouche,"8,015,450","8,250,843","-22,953"
1135,UB40,"8,006,128","8,392,416","-29,735"
1136,JP Cooper,"7,998,244","8,964,796","-15,659"
1137,Nina Simone,"7,984,417","8,037,059","-5,713"
1138,Beach Bunny,"7,976,203","7,976,203","52,126"
1139,Shweta Mohan,"7,976,095","8,062,604","-4,699"
1140,Selena,"7,967,272","8,376,374","2,274"
1141,John Travolta,"7,966,275","8,234,398","26,403"
1142,Rashmi Virag,"7,965,128","9,440,437","-14,938"
1143,Victoria MonÃ©t,"7,961,706","7,961,706","79,229"
1144,DJ 900,"7,958,328","8,645,994","-16,127"
1145,MC Hariel,"7,952,216","7,952,216","5,946"
1146,Sin Bandera,"7,951,414","8,194,841","23,545"
1147,Majid Jordan,"7,941,253","7,941,253","23,716"
1148,Murilo Huff,"7,938,749","7,938,749","47,751"
1149,Years & Years,"7,938,369","8,720,570","-1,404"
1150,Diana Ross,"7,932,655","8,331,381","-4,931"
1151,Gryffin,"7,931,217","10,446,335","-21,070"
1152,Neeraj Shridhar,"7,927,290","9,759,193","6,549"
1153,Boston,"7,911,611","8,170,775","-1,558"
1154,Brooks & Dunn,"7,911,538","8,573,894","-5,392"
1155,VINAI,"7,909,742","7,909,742","58,963"
1156,4 Non Blondes,"7,906,098","7,906,098","4,839"
1157,Jay Sean,"7,903,833","8,063,447",152
1158,Parmish Verma,"7,895,534","7,896,722","-1,188"
1159,Cali Y El Dandee,"7,894,580","7,894,580","19,244"
1160,Why Don't We,"7,893,717","9,228,866","52,313"
1161,Ana Gabriel,"7,891,142","8,004,968","-6,246"
1162,Belinda,"7,876,933","8,261,049",-865
1163,Skillet,"7,859,277","8,228,762","-22,331"
1164,Keyshia Cole,"7,858,105","7,858,105","37,783"
1165,Lady A,"7,845,144","8,478,872","-34,072"
1166,Patrick Watson,"7,837,595","8,684,924","2,985"
1167,IVE,"7,834,887","11,793,543","-29,791"
1168,Mario,"7,832,468","8,224,894","5,840"
1169,Pineapple StormTv,"7,828,956","8,011,329","-31,277"
1170,Freddie Dredd,"7,828,226","10,375,038","-7,414"
1171,J Hus,"7,824,659","12,569,449","-22,574"
1172,The Animals,"7,817,616","7,952,143","10,353"
1173,Mike WiLL Made-It,"7,813,540","7,813,540","78,964"
1174,El Jordan 23,"7,812,264","7,819,361","-2,650"
1175,Omega,"7,808,481","8,303,230","-19,709"
1176,ZECCA,"7,806,625","8,088,463","-38,078"
1177,Luny Tunes,"7,800,306","7,813,052","-5,556"
1178,Haddaway,"7,800,181","8,484,048","-16,642"
1179,Shaarib Toshi,"7,784,926","8,923,040","-1,143"
1180,Antara Mitra,"7,784,493","8,673,836","23,673"
1181,Sam Cooke,"7,781,786","8,272,187","-2,077"
1182,Iggy Azalea,"7,781,657","8,008,146","-4,794"
1183,Nusrat Fateh Ali Khan,"7,778,749","8,542,660","88,698"
1184,Powfu,"7,778,111","8,230,459","13,644"
1185,George Harrison,"7,766,172","8,521,426","2,607"
1186,Etta James,"7,760,975","7,780,859","-3,994"
1187,Caralisa Monteiro,"7,753,051","10,073,438","7,782"
1188,Jul,"7,744,953","8,479,209","-16,142"
1189,John Summit,"7,731,291","7,731,291","21,913"
1190,Masked Wolf,"7,731,075","8,528,561","-3,336"
1191,Crazy Mano,"7,730,113","7,730,113","24,986"
1192,Audioslave,"7,718,558","7,797,330","-10,230"
1193,Kavita Seth,"7,711,859","7,918,741",-891
1194,GAMPER & DADONI,"7,710,169","7,837,654","-8,908"
1195,Brando,"7,706,875","7,925,404","19,860"
1196,Virgoun,"7,705,521","7,706,029",-508
1197,Palak Muchhal,"7,704,874","8,770,113","26,129"
1198,David Bisbal,"7,689,627","8,076,574","11,518"
1199,Novo Amor,"7,688,177","7,933,042","16,929"
1200,Baco Exu do Blues,"7,685,466","7,819,392","43,695"
1201,Wallows,"7,683,386","8,772,525","78,789"
1202,Jungle,"7,678,435","7,678,435","2,556"
1203,Axwell /\ Ingrosso,"7,674,902","7,728,680","-11,967"
1204,Def Leppard,"7,672,897","8,333,121","-3,014"
1205,Two Door Cinema Club,"7,660,633","7,660,633","15,369"
1206,Naresh Iyer,"7,657,475","7,657,475","12,049"
1207,Nick Jonas,"7,656,611","8,943,545","4,960"
1208,Bob Seger,"7,650,690","7,650,690","43,244"
1209,Tion Wayne,"7,646,535","8,886,575","24,249"
1210,Cascada,"7,633,823","7,761,486","4,062"
1211,Kenny Rogers,"7,625,035","7,822,977","-15,465"
1212,Connor Price,"7,622,811","8,497,650","-6,247"
1213,Queens of the Stone Age,"7,621,932","8,472,804","-12,735"
1214,Tz da Coronel,"7,620,486","7,620,486","5,282"
1215,Laura Pausini,"7,615,297","9,040,595","-13,734"
1216,Guaynaa,"7,611,074","8,534,285","-12,123"
1217,Marc SeguÃ­,"7,596,817","7,600,983","-4,166"
1218,HAIM,"7,591,333","9,332,787","-66,276"
1219,Wall Hein,"7,591,186","8,785,923","-39,761"
1220,Natasha Bedingfield,"7,586,238","7,586,238","13,453"
1221,Joan Jett & the Blackhearts,"7,580,144","7,580,144","37,452"
1222,Lainey Wilson,"7,573,256","7,626,700","4,682"
1223,Vintage Culture,"7,569,887","7,849,803","13,499"
1224,Julian Perretta,"7,565,070","7,755,492","-19,654"
1225,RÃ­o Roma,"7,550,315","7,654,075",507
1226,Pamungkas,"7,549,092","7,641,250","-8,953"
1227,Jelly Roll,"7,544,680","7,795,926","-13,925"
1228,Mother Mother,"7,542,393","7,933,220","10,464"
1229,Ilaiyaraaja,"7,539,060","7,551,673","3,469"
1230,Alice In Chains,"7,538,490","7,594,340","13,875"
1231,Trey Songz,"7,535,981","7,570,205","39,295"
1232,Rich Brian,"7,532,714","8,254,977",698
1233,Neil Diamond,"7,529,562","8,108,826","-3,425"
1234,Lil Mosey,"7,524,816","8,289,306","4,955"
1235,The Paper Kites,"7,524,426","7,524,426","25,623"
1236,Rod Wave,"7,523,338","8,562,500","21,550"
1237,BoyWithUke,"7,515,875","9,580,542","-18,892"
1238,Pepe Aguilar,"7,500,285","7,643,143","-24,930"
1239,MIKA,"7,498,963","7,513,747","-11,563"
1240,Hiphop Tamizha,"7,498,378","7,498,378","5,253"
1241,Cristian Castro,"7,495,718","7,542,953",192
1242,Raim Laode,"7,492,300","8,878,058","-8,180"
1243,AlemÃ¡n,"7,484,783","8,226,286","41,995"
1244,The Temper Trap,"7,478,706","7,498,017",-408
1245,Genesis,"7,477,033","7,649,870","2,925"
1246,MF DOOM,"7,472,553","7,472,553","4,671"
1247,Soolking,"7,469,582","7,491,404","5,586"
1248,Ella Mai,"7,467,769","8,167,244","11,925"
1249,Jon Z,"7,467,728","7,467,728","20,667"
1250,Carlos Baute,"7,465,000","7,658,070","-23,702"
1251,The Wanted,"7,461,981","7,506,378","3,830"
1252,Rise Against,"7,461,922","7,713,857","-1,985"
1253,Jaideep Sahni,"7,460,475","7,460,475","11,993"
1254,Dennis Lloyd,"7,459,916","7,459,916","35,680"
1255,Alisha Chinai,"7,450,826","7,477,259","-16,172"
1256,Kevin Kaarl,"7,449,806","7,635,316","14,477"
1257,Iyaz,"7,442,603","8,556,472","-4,159"
1258,Ricardo Montaner,"7,441,261","7,854,090","-21,816"
1259,La Arrolladora Banda El LimÃ³n De Rene Camacho,"7,436,924","7,945,891","-6,503"
1260,Chris Jedi,"7,433,356","9,356,538","-16,871"
1261,MÃ,"7,427,902","7,669,700","-25,176"
1262,Franz Ferdinand,"7,425,790","7,513,658","-14,544"
1263,Leo Santana,"7,424,473","12,793,052","-39,578"
1264,Mc IG,"7,424,060","7,424,060","91,484"
1265,Melody,"7,419,451","7,720,840","8,981"
1266,Neon Trees,"7,410,573","7,521,599","-6,270"
1267,Kishore Kumar,"7,398,777","7,398,777","14,726"
1268,Manuel Medrano,"7,392,499","7,828,358","-60,784"
1269,RocÃ­o DÃºrcal,"7,388,763","7,461,701","3,693"
1270,Roy Orbison,"7,388,425","7,636,001","-15,762"
1271,Young the Giant,"7,385,436","7,686,796","-48,381"
1272,Franco De Vita,"7,378,841","7,389,554","-6,171"
1273,Trinix,"7,374,660","7,374,660","5,808"
1274,Sleeping At Last,"7,370,266","7,370,266","6,441"
1275,Tinashe,"7,367,881","7,367,881","78,049"
1276,Incubus,"7,359,385","7,431,933","6,064"
1277,Beck,"7,359,167","7,510,815","13,814"
1278,Chuck Berry,"7,353,276","7,657,716","6,213"
1279,Ludovico Einaudi,"7,346,111","8,279,959","5,407"
1280,Johann Sebastian Bach,"7,343,195","8,173,764","20,541"
1281,Feby Putri,"7,341,988","7,489,978","2,077"
1282,ZoÃ©,"7,340,262","7,607,862","-5,901"
1283,MatuÃª,"7,330,801","9,088,979","-23,855"
1284,Nakash Aziz,"7,330,453","7,330,453","48,175"
1285,Hindia,"7,329,545","7,329,545","20,929"
1286,Gazo,"7,329,253","7,329,253","26,870"
1287,Kanii,"7,328,172","8,387,470","-6,816"
1288,JENNIE,"7,322,686","7,716,100","36,907"
1289,Kenshi Yonezu,"7,322,583","7,785,393","-31,314"
1290,Ikky,"7,319,262","7,339,621","34,374"
1291,BONES,"7,310,305","7,968,560","-21,165"
1292,Edward Maya,"7,309,240","7,804,662","-2,558"
1293,Sofi Tukker,"7,308,618","8,283,427","-13,574"
1294,KAYTRANADA,"7,302,087","9,416,102","-14,658"
1295,Fitz and The Tantrums,"7,299,169","7,368,380","-8,900"
1296,Fivio Foreign,"7,298,121","10,141,150","-9,339"
1297,Lil Jon,"7,297,027","7,431,810","9,848"
1298,SEVENTEEN,"7,288,318","9,240,435","7,698"
1299,Jarabe De Palo,"7,276,410","7,399,256","-23,558"
1300,Simple Plan,"7,268,208","7,473,014","-6,104"
1301,Omah Lay,"7,259,159","9,345,648","-32,606"
1302,Whethan,"7,258,084","7,755,433","98,319"
1303,Gracie Abrams,"7,249,522","8,264,007","-5,825"
1304,DVRST,"7,246,959","9,129,451","7,616"
1305,*NSYNC,"7,246,621","7,437,447","9,522"
1306,Los Dos Carnales,"7,239,280","7,552,257","61,410"
1307,Leona Lewis,"7,227,033","7,543,658",411
1308,Shashaa Tirupati,"7,221,220","8,962,957","6,690"
